설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치년월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	위도	경도	데이터기준일자	제공기관코드	제공기관명
목사랑(미감작은도서관)	서울특별시 양천구 목동중앙남로 57-10	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-17	서울특별시 양천구 목동중앙남로 57-10		서울특별시 양천구청	02-2620-3252	37.5389682	126.8654892	2020-04-30	3140000	서울특별시 양천구
목사랑(미감작은도서관)	서울특별시 양천구 목동중앙남로 57-10	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-17	서울특별시 양천구 목동중앙남로 57-10		서울특별시 양천구청	02-2620-3252	37.5389682	126.8654892	2020-04-30	3140000	서울특별시 양천구
목사랑(미감작은도서관)	서울특별시 양천구 목동중앙남로 57-10	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-17	서울특별시 양천구 목동중앙남로 57-10		서울특별시 양천구청	02-2620-3252	37.5389682	126.8654892	2020-04-30	3140000	서울특별시 양천구
목사랑(미감작은도서관)	서울특별시 양천구 목동중앙남로 57-10	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-17	서울특별시 양천구 목동중앙남로 57-10		서울특별시 양천구청	02-2620-3252	37.5389682	126.8654892	2020-04-30	3140000	서울특별시 양천구
사회적경제지원센터	서울특별시 양천구 목동동로 375 (목동)	서울특별시	양천구	기타	서울특별시 양천구청	Public WiFi@yangcheon	Oct-17	서울특별시 양천구 목동동로 375 (목동)		서울특별시 양천구청	02-2620-3252	37.5351982	126.8786522	2020-04-30	3140000	서울특별시 양천구
개울도서관	서울특별시 양천구 중앙로52길 56 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-17	서울특별시 양천구 중앙로52길 56 (신정동)		서울특별시 양천구청	02-2620-3252	37.5259761	126.8566025	2020-04-30	3140000	서울특별시 양천구
개울도서관	서울특별시 양천구 중앙로52길 56 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-17	서울특별시 양천구 중앙로52길 56 (신정동)		서울특별시 양천구청	02-2620-3252	37.5259761	126.8566025	2020-04-30	3140000	서울특별시 양천구
안양천 생태공원	서울특별시 양천구 안양천로 1156 (목동)	서울특별시	양천구	기타	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 안양천로 1156 (목동)		서울특별시 양천구청	02-2620-3252	37.5443174	126.8832496	2020-04-30	3140000	서울특별시 양천구
안양천 생태공원	서울특별시 양천구 안양천로 1156 (목동)	서울특별시	양천구	기타	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 안양천로 1156 (목동)		서울특별시 양천구청	02-2620-3252	37.5443174	126.8832496	2020-04-30	3140000	서울특별시 양천구
신정4동주민센터	서울특별시 양천구 오목로34길 5 (신정동)	서울특별시	양천구	관공서	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 오목로34길 5 (신정동)		서울특별시 양천구청	02-2620-3252	37.5245587	126.8558042	2020-04-30	3140000	서울특별시 양천구
신정4동주민센터	서울특별시 양천구 오목로34길 5 (신정동)	서울특별시	양천구	관공서	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 오목로34길 5 (신정동)		서울특별시 양천구청	02-2620-3252	37.5245587	126.8558042	2020-04-30	3140000	서울특별시 양천구
신정4동주민센터	서울특별시 양천구 오목로34길 5 (신정동)	서울특별시	양천구	관공서	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 오목로34길 5 (신정동)		서울특별시 양천구청	02-2620-3252	37.5245587	126.8558042	2020-04-30	3140000	서울특별시 양천구
신정4동주민센터	서울특별시 양천구 오목로34길 5 (신정동)	서울특별시	양천구	관공서	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 오목로34길 5 (신정동)		서울특별시 양천구청	02-2620-3252	37.5245587	126.8558042	2020-04-30	3140000	서울특별시 양천구
양천구청	서울특별시 양천구 목동동로 105 (신정동)	서울특별시	양천구	관공서	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 목동동로 105 (신정동)		서울특별시 양천구청	02-2620-3252	37.517075	126.866542	2020-04-30	3140000	서울특별시 양천구
양천구청	서울특별시 양천구 목동동로 105 (신정동)	서울특별시	양천구	관공서	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 목동동로 105 (신정동)		서울특별시 양천구청	02-2620-3252	37.517075	126.866542	2020-04-30	3140000	서울특별시 양천구
영어특성화도서관	서울특별시 양천구 목동동로 81 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 목동동로 81 (신정동)		서울특별시 양천구청	02-2620-3252	37.5159763	126.8638564	2020-04-30	3140000	서울특별시 양천구
영어특성화도서관	서울특별시 양천구 목동동로 81 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 목동동로 81 (신정동)		서울특별시 양천구청	02-2620-3252	37.5159763	126.8638564	2020-04-30	3140000	서울특별시 양천구
성수수제화 희망플랫폼 수제화거리	성수수제화희망플랫폼수제화거리AP2	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-18	서울특별시 성동구 아차산로 53		서울특별시 성동구	02-2286-5177	37.546121	127.05123	2020-10-15	3030000	서울특별시 성동구
성동노인복지관	(2층복도)	서울특별시	성동구	서민·복지시설	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 774-2	서울시(SKT)	02-2133-6864	37.56534	127.041239	2020-10-15	3030000	서울특별시 성동구
성동노인복지관	(2층 강의실)	서울특별시	성동구	서민·복지시설	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 774-2	서울시(SKT)	02-2133-6864	37.56534	127.041239	2020-10-15	3030000	서울특별시 성동구
성동노인복지관	(3층복도)	서울특별시	성동구	서민·복지시설	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 774-2	서울시(SKT)	02-2133-6864	37.56534	127.041239	2020-10-15	3030000	서울특별시 성동구
성동노인복지관	(3강의실)	서울특별시	성동구	서민·복지시설	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 774-2	서울시(SKT)	02-2133-6864	37.56534	127.041239	2020-10-15	3030000	서울특별시 성동구
성동노인복지관	(4층복도)	서울특별시	성동구	서민·복지시설	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 774-2	서울시(SKT)	02-2133-6864	37.56534	127.041239	2020-10-15	3030000	서울특별시 성동구
성동노인복지관	(4층강의실)	서울특별시	성동구	서민·복지시설	서울시(SKT)	PublicWiFi@Seoul	Jan-17		서울특별시 성동구 마장동 774-2	서울시(SKT)	02-2133-6864	37.56534	127.041239	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	청계천로 506	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 청계천로 506		미래부(SKT)	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	청계천로 506	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 청계천로 506		미래부(SKT)	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	청계천로 506	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 청계천로 506		미래부(SKT)	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	청계천로 506	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 청계천로 506		미래부(SKT)	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	청계천로 506	서울특별시	성동구	서민·복지시설	미래부(SKT)		Jan-14	서울특별시 성동구 청계천로 506		미래부(SKT)	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	마장동 527-2	서울특별시	성동구	서민·복지시설	미래부(KT)		Jan-13	서울특별시 성동구 청계천로 506		미래부(KT)	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	1층 통합 사무실내	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	1층 승강기앞 로비	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	2층 신관 승강기 앞 로비	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성동종합사회복지관	2층 승강기앞 로비	서울특별시	성동구	서민·복지시설	SKB		Jan-19	서울특별시 성동구 청계천로 506		SKB	02-2286-5177	37.570208	127.033443	2020-10-15	3030000	서울특별시 성동구
성산면사무소	민원실(1층)	전라북도	군산시	관공서	"SK,KT,LG"	Public WiFi Free	Dec-19	전라북도 군산시 성산면 송호로 222	전라북도 군산시 성산면 고봉리 283-2	전라북도 군산시청	063-454-2170	35.98963376	126.7860085	2020-03-12	4670000	전라북도 군산시
해맞이도서관	서울특별시 양천구 지양로 37 (신월동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 지양로 37 (신월동)		서울특별시 양천구청	02-2620-3252	37.5190759	126.8356073	2020-04-30	3140000	서울특별시 양천구
해맞이도서관	서울특별시 양천구 지양로 37 (신월동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 지양로 37 (신월동)		서울특별시 양천구청	02-2620-3252	37.5190759	126.8356073	2020-04-30	3140000	서울특별시 양천구
해맞이도서관	서울특별시 양천구 지양로 37 (신월동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 지양로 37 (신월동)		서울특별시 양천구청	02-2620-3252	37.5190759	126.8356073	2020-04-30	3140000	서울특별시 양천구
해맞이도서관	서울특별시 양천구 지양로 37 (신월동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 지양로 37 (신월동)		서울특별시 양천구청	02-2620-3252	37.5190759	126.8356073	2020-04-30	3140000	서울특별시 양천구
해맞이도서관	서울특별시 양천구 지양로 37 (신월동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 지양로 37 (신월동)		서울특별시 양천구청	02-2620-3252	37.5190759	126.8356073	2020-04-30	3140000	서울특별시 양천구
해맞이도서관	서울특별시 양천구 지양로 37 (신월동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 지양로 37 (신월동)		서울특별시 양천구청	02-2620-3252	37.5190759	126.8356073	2020-04-30	3140000	서울특별시 양천구
해맞이도서관	서울특별시 양천구 지양로 37 (신월동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 지양로 37 (신월동)		서울특별시 양천구청	02-2620-3252	37.5190759	126.8356073	2020-04-30	3140000	서울특별시 양천구
안양천 생태공원	서울특별시 양천구 안양천로 1156 (목동)	서울특별시	양천구	기타	서울특별시 양천구청	Public WiFi@yangcheon	Oct-16	서울특별시 양천구 안양천로 1156 (목동)		서울특별시 양천구청	02-2620-3252	37.5443174	126.8832496	2020-04-30	3140000	서울특별시 양천구
어룡동주민센터	관공서	광주광역시	광산구	관공서	"SKT, LGU+"	Public WiFi Free		광주광역시 광산구 상무대로 265	광주광역시 광산구 소촌동 528-14	광주광역시청	062-613-3023	35.1425345	126.795118	2019-05-28	6290000	광주광역시
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
안심상가	성수동2가 284-22	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-19	서울특별시 성동구 성수일로12길 20		서울특별시 성동구	02-2286-5177	37.548182	127.053353	2020-10-15	3030000	서울특별시 성동구
옥수다락 AP1	옥수다락AP1	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-17	서울특별시 성동구 동호로21		서울특별시 성동구	02-2286-5177	37.541191	127.017232	2020-10-15	3030000	서울특별시 성동구
성수수제화 희망플랫폼	성수수제화희망플랫폼1층	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-18	서울특별시 성동구 아차산로 53		서울특별시 성동구	02-2286-5177	37.546121	127.05123	2020-10-15	3030000	서울특별시 성동구
성수수제화 희망플랫폼	성수수제화희망플랫폼2층	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-18	서울특별시 성동구 아차산로 53		서울특별시 성동구	02-2286-5177	37.546121	127.05123	2020-10-15	3030000	서울특별시 성동구
성수수제화 희망플랫폼 수제화거리	성수수제화희망플랫폼수제화거리AP1	서울특별시	성동구	기타	성동구	PublicWiFi@Seongdong	Jan-18	서울특별시 성동구 아차산로 53		서울특별시 성동구	02-2286-5177	37.546121	127.05123	2020-10-15	3030000	서울특별시 성동구
서대문농아인복지관	지하1층 강당	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 수색로4가길 23	서울특별시 서대문구 남가좌동 270-1	서울시	02-3140-8664	37.57069615	126.9138002	2020-01-01	3120000	서울특별시 서대문구
서대문농아인복지관	1층 도서관	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 수색로4가길 23	서울특별시 서대문구 남가좌동 270-1	서울시	02-3140-8664	37.57069615	126.9138002	2020-01-01	3120000	서울특별시 서대문구
서대문농아인복지관	2층 사무실	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 수색로4가길 23	서울특별시 서대문구 남가좌동 270-1	서울시	02-3140-8664	37.57069615	126.9138002	2020-01-01	3120000	서울특별시 서대문구
서대문농아인복지관	5층 소강당	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 수색로4가길 23	서울특별시 서대문구 남가좌동 270-1	서울시	02-3140-8664	37.57069615	126.9138002	2020-01-01	3120000	서울특별시 서대문구
연희노인여가복지시설	지하1층프로그램실	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 홍제천로2길 111	서울특별시 서대문구 연희동 519-127	서울시	02-3140-8664	37.57224104	126.9235398	2020-01-01	3120000	서울특별시 서대문구
연희노인여가복지시설	1층 로비	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 홍제천로2길 111	서울특별시 서대문구 연희동 519-127	서울시	02-3140-8664	37.57224104	126.9235398	2020-01-01	3120000	서울특별시 서대문구
연희노인여가복지시설	2층 도서관	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 홍제천로2길 111	서울특별시 서대문구 연희동 519-127	서울시	02-3140-8664	37.57224104	126.9235398	2020-01-01	3120000	서울특별시 서대문구
연희노인여가복지시설	3층 교실	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 홍제천로2길 111	서울특별시 서대문구 연희동 519-127	서울시	02-3140-8664	37.57224104	126.9235398	2020-01-01	3120000	서울특별시 서대문구
연희노인여가복지시설	4층 강당	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 홍제천로2길 111	서울특별시 서대문구 연희동 519-127	서울시	02-3140-8664	37.57224104	126.9235398	2020-01-01	3120000	서울특별시 서대문구
인왕어르신복지센터	지하1층 사무실	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 통일로26길 12-5	서울특별시 서대문구 홍제동 23-21	서울시	02-3140-8664	37.58279515	126.9506698	2020-01-01	3120000	서울특별시 서대문구
인왕어르신복지센터	1층 프로그램실	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 통일로26길 12-5	서울특별시 서대문구 홍제동 23-21	서울시	02-3140-8664	37.58279515	126.9506698	2020-01-01	3120000	서울특별시 서대문구
인왕어르신복지센터	2층 강당	서울특별시	서대문구	복지센터등	서울시(삼성)	Public WiFi@Seoul	Dec-18	서울특별시 서대문구 통일로26길 12-5	서울특별시 서대문구 홍제동 23-21	서울시	02-3140-8664	37.58279515	126.9506698	2020-01-01	3120000	서울특별시 서대문구
신촌파랑고래	신촌파랑고래 실내	서울특별시	서대문구	문화관광	서대문구	Public WiFi@Seodaemun	Mar-19	서울특별시 서대문구 연세로5나길 19	서울특별시 서대문구 창천동 57-18	서대문구	02-3140-8664	37.55685968	126.935118	2020-01-01	3120000	서울특별시 서대문구
신촌파랑고래	신촌파랑고래 실내	서울특별시	서대문구	문화관광	서대문구	Public WiFi@Seodaemun	Mar-19	서울특별시 서대문구 연세로5나길 19	서울특별시 서대문구 창천동 57-18	서대문구	02-3140-8664	37.55685968	126.935118	2020-01-01	3120000	서울특별시 서대문구
신촌파랑고래	신촌파랑고래 실내	서울특별시	서대문구	문화관광	서대문구	Public WiFi@Seodaemun	Mar-19	서울특별시 서대문구 연세로5나길 19	서울특별시 서대문구 창천동 57-18	서대문구	02-3140-8664	37.55685968	126.935118	2020-01-01	3120000	서울특별시 서대문구
신촌파랑고래	신촌파랑고래 실내	서울특별시	서대문구	문화관광	서대문구	Public WiFi@Seodaemun	Mar-19	서울특별시 서대문구 연세로5나길 19	서울특별시 서대문구 창천동 57-18	서대문구	02-3140-8664	37.55685968	126.935118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	독립공원 서재필동상(가로등)	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	독립공원 서재필동상(가로등)	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	독립공원 중앙폴(브릿지.AP)	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	독립공원 편의점옆CCTV	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	독립공원 편의점옆CCTV	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	형무소역사관 전시관	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	형무소역사관 전시관	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	형무소역사관 전시관	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
독립공원 형무소역사관	형무소역사관 전시관	서울특별시	서대문구	공원	서대문구	Public WiFi@Seodaemun	Aug-19	서울특별시 서대문구 통일로 251	서울특별시 서대문구 현저동 101	서대문구	02-3140-8664	37.57460851	126.9556118	2020-01-01	3120000	서울특별시 서대문구
장한평 중고차시장3-1	용답동 238-1(카서울닷컴 앞 AP 2)	서울특별시	성동구	기타	서울시(SKT)	PublicWiFi@Seoul	Jan-14	서울특별시 성동구 자동차시장1길 96		서울시(SKT)	02-2133-6864	37.56	127.068	2020-10-15	3030000	서울특별시 성동구
달마을근린공원	서울특별시 양천구 목동중앙본로 73 (목동)	서울특별시	양천구	기타	서울특별시 양천구청	Public WiFi@yangcheon	Oct-12	서울특별시 양천구 목동중앙본로 73 (목동)		서울특별시 양천구청	02-2620-3252	37.5428069	126.8690896	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
갈산도서관	서울특별시 양천구 목동남로4길 48-6 (신정동)	서울특별시	양천구	교육시설	서울특별시 양천구청	Public WiFi@yangcheon	Oct-14	서울특별시 양천구 목동남로4길 48-6 (신정동)		서울특별시 양천구청	02-2620-3252	37.5088623	126.8673121	2020-04-30	3140000	서울특별시 양천구
목5동관공서	서울특별시 양천구 목동서로 41 (목동)	서울특별시	양천구	관공서	서울특별시 양천구청	Public WiFi@yangcheon	Oct-15	서울특별시 양천구 목동서로 41 (목동)		서울특별시 양천구청	02-2620-3252	37.5371835	126.8817175	2020-04-30	3140000	서울특별시 양천구
